object-id,district,timeperiod,risk-score,topsis-score,flood-hazard,exposure,vulnerability,government-response,max-temp,mean-rain,mean-ndvi,sum-population,total-hhd,forest-cover-pct,mean-sex-ratio,sum-aged-population,poverty-rate,fire-stations-count,emergency-budget,response-personnel
04,GUAIRÁ,2025_05,3,0.4763,2,3,2,3,41.7,4.29,0.422,2576884,729787,40.9,1003.7,216440,25.4,55,53094.9,2302
04,GUAIRÁ,2025_06,3,0.5329,3,2,4,2,41.9,4.03,0.514,2674693,592666,33.9,1001.2,220467,24.8,45,47829.3,1623
04,GUAIRÁ,2025_07,4,0.6036,3,4,3,3,39.7,4.27,0.439,2579790,707498,48.1,995.5,254313,29.2,54,43709.0,1991
04,GUAIRÁ,2025_08,3,0.6244,3,3,3,3,41.4,4.77,0.448,2355477,522494,50.0,990.7,268117,26.1,49,46435.9,1662
04,GUAIRÁ,2025_09,3,0.6876,2,3,4,3,41.3,4.38,0.389,2079821,654291,34.0,998.3,231333,26.8,49,42170.1,1742
04,GUAIRÁ,2025_10,3,0.5877,3,3,3,3,40.6,3.25,0.433,2022730,641029,43.4,1004.3,237829,27.6,61,34126.1,1823
04,GUAIRÁ,2025_11,4,0.6065,3,3,3,3,41.2,4.08,0.42,1965521,733978,34.1,985.2,171431,32.1,59,43602.9,2147
04,GUAIRÁ,2025_12,3,0.3723,4,3,2,3,41.7,4.15,0.501,2045417,621128,44.0,1011.3,191503,20.8,48,37783.9,1741
04,GUAIRÁ,2026_01,3,0.4791,3,2,4,3,41.3,4.39,0.506,2074431,640521,38.8,1005.7,200202,30.0,67,44242.9,2047
04,GUAIRÁ,2026_02,2,0.4455,3,3,3,2,41.6,3.62,0.408,2659162,693366,45.7,1009.8,228627,26.4,45,50864.2,1797
04,GUAIRÁ,2026_03,3,0.4466,3,3,3,3,41.3,4.25,0.528,1870964,676777,48.6,983.3,209510,29.0,62,35538.2,1651
04-01,VILLARRICA,2025_04,1,0.1816,4,2,1,1,41.7,5.2,0.506,40946,53452,23.1,954.3,13047,27.5,5,2988.9,46
04-01,VILLARRICA,2025_05,4,0.7595,1,4,4,3,36.9,3.56,0.157,32573,11331,12.5,1017.0,16753,17.0,4,2873.4,148
04-01,VILLARRICA,2025_06,4,0.3327,1,5,2,4,34.8,5.16,0.41,151795,16914,10.6,947.6,17663,15.4,6,3509.7,102
04-01,VILLARRICA,2025_07,5,0.7948,5,4,1,5,39.7,4.31,0.641,172839,16764,66.8,964.9,21630,43.9,1,4312.8,179
04-01,VILLARRICA,2025_08,2,0.1045,4,3,1,1,29.8,1.65,0.247,149455,34154,75.2,944.2,4136,28.2,2,4832.1,45
04-01,VILLARRICA,2025_09,4,0.9305,1,2,3,1,41.2,4.16,0.62,174794,58816,14.0,998.9,10304,28.9,2,3038.7,132
04-01,VILLARRICA,2025_10,2,0.6847,1,2,1,2,30.0,6.85,0.279,37181,28816,52.9,973.3,23941,32.9,0,2758.2,68
04-01,VILLARRICA,2025_11,4,0.6523,2,4,4,1,41.2,5.41,0.714,39550,27207,8.1,1027.9,20796,35.9,1,3577.9,146
04-01,VILLARRICA,2025_12,5,0.6142,4,2,3,4,33.3,7.71,0.298,72811,16834,47.7,1022.1,13379,10.6,5,463.1,87
04-01,VILLARRICA,2026_01,3,0.2244,2,3,1,1,33.3,7.75,0.377,29525,16687,17.1,1027.4,10095,31.6,6,2458.3,137
04-01,VILLARRICA,2026_02,3,0.6954,3,5,3,5,29.4,0.38,0.341,199098,51560,17.5,1036.7,22260,46.7,4,2767.3,219
04-01,VILLARRICA,2026_03,4,0.5053,2,3,1,5,38.0,5.26,0.236,150782,35544,6.5,1027.1,12179,36.3,1,3397.5,109
04-02,BORJA,2025_04,4,0.2556,3,4,5,3,31.9,3.42,0.715,233050,30484,28.2,1043.0,10065,24.3,2,4229.3,164
04-02,BORJA,2025_05,1,0.1652,2,1,2,5,28.8,5.95,0.482,131197,1901,84.7,990.9,16718,45.3,1,2408.7,133
04-02,BORJA,2025_06,5,0.6932,4,1,5,2,40.8,5.97,0.578,186180,45727,23.0,1028.7,17355,35.4,0,3044.7,45
04-02,BORJA,2025_07,5,0.8682,2,1,3,2,35.2,7.62,0.404,101377,22845,34.1,953.6,22301,18.0,4,4256.9,32
04-02,BORJA,2025_08,3,0.3543,3,3,2,1,38.3,4.55,0.28,81906,68071,73.0,944.3,15223,43.7,6,2451.6,93
04-02,BORJA,2025_09,1,0.6232,3,3,3,1,28.1,7.12,0.262,94938,1661,10.7,999.0,2826,29.2,1,2065.4,126
04-02,BORJA,2025_10,1,0.2323,3,2,4,4,33.2,2.92,0.685,142621,35821,11.3,992.6,14446,14.5,2,3740.5,3
04-02,BORJA,2025_11,3,0.851,2,1,2,3,28.6,3.16,0.596,238191,4642,15.8,963.9,15755,46.4,2,611.6,127
04-02,BORJA,2025_12,5,0.5212,2,3,4,5,38.2,5.94,0.645,36450,14882,84.4,1035.1,4182,14.2,4,88.0,177
04-02,BORJA,2026_01,2,0.1442,3,4,5,1,34.1,2.32,0.442,201465,56723,23.3,958.3,16802,15.5,2,3838.3,69
04-02,BORJA,2026_02,2,0.6664,4,2,4,1,37.8,4.02,0.259,226099,19993,21.7,955.9,1307,19.0,1,4646.9,111
04-02,BORJA,2026_03,1,0.624,1,1,4,4,35.3,5.6,0.738,60137,44563,38.6,947.4,14044,33.8,2,568.1,95
04-03,CAPITÁN MAURICIO JOSÉ TROCHE,2025_04,3,0.9015,4,2,3,1,30.5,0.0,0.546,86315,28284,26.5,973.6,19924,12.0,1,1276.3,127
04-03,CAPITÁN MAURICIO JOSÉ TROCHE,2025_05,3,0.3841,1,1,1,5,38.8,1.04,0.366,214345,47867,65.9,1010.7,19865,22.9,5,1394.2,151
04-03,CAPITÁN MAURICIO JOSÉ TROCHE,2025_06,4,0.1741,1,2,5,1,28.6,7.75,0.68,216278,25460,18.6,993.5,3282,11.0,4,3102.7,79
04-03,CAPITÁN MAURICIO JOSÉ TROCHE,2025_07,4,0.9412,2,5,2,1,29.8,3.35,0.577,235724,46026,79.0,993.8,23555,12.7,3,357.2,109
04-03,CAPITÁN MAURICIO JOSÉ TROCHE,2025_08,5,0.8916,5,1,2,5,31.8,7.74,0.324,150419,8468,70.3,1023.3,24321,40.6,3,3429.8,133
04-03,CAPITÁN MAURICIO JOSÉ TROCHE,2025_09,1,0.2407,5,4,5,4,33.6,2.17,0.26,43943,29048,52.9,941.1,16853,26.2,5,3608.5,68
04-03,CAPITÁN MAURICIO JOSÉ TROCHE,2025_10,3,0.8246,3,3,5,1,30.4,0.36,0.293,12247,19916,83.0,973.3,4407,18.8,6,276.6,65
04-03,CAPITÁN MAURICIO JOSÉ TROCHE,2025_11,2,0.5544,1,3,5,3,32.5,7.57,0.68,71216,18012,37.1,1013.4,10687,47.4,5,4083.3,212
04-03,CAPITÁN MAURICIO JOSÉ TROCHE,2025_12,3,0.2864,3,2,3,1,35.5,7.83,0.617,206606,14451,64.1,1022.6,21474,18.3,5,3178.8,143
04-03,CAPITÁN MAURICIO JOSÉ TROCHE,2026_01,2,0.7943,2,3,3,2,36.1,6.46,0.602,42800,58965,21.9,1027.2,12129,13.9,3,486.6,48
04-03,CAPITÁN MAURICIO JOSÉ TROCHE,2026_02,4,0.2573,2,2,5,4,41.2,1.44,0.319,83306,21854,78.1,1038.1,22573,32.3,0,734.7,111
04-03,CAPITÁN MAURICIO JOSÉ TROCHE,2026_03,2,0.4868,4,1,5,2,38.2,6.46,0.512,101057,50830,3.8,1039.2,21168,45.4,1,1256.7,23
04-04,CORONEL MARTÍNEZ,2025_04,3,0.2212,5,1,1,1,35.6,6.55,0.662,24273,27018,14.0,1031.2,14609,40.6,2,1672.1,41
04-04,CORONEL MARTÍNEZ,2025_05,2,0.1475,3,5,1,1,39.5,0.82,0.328,136097,54932,14.2,1049.5,836,17.1,3,753.9,169
04-04,CORONEL MARTÍNEZ,2025_06,3,0.292,4,1,4,2,41.9,1.8,0.724,75875,47333,8.6,980.0,11862,44.9,0,4480.0,156
04-04,CORONEL MARTÍNEZ,2025_07,2,0.2514,5,3,5,2,37.5,1.2,0.55,81053,38118,32.0,952.5,16409,34.5,2,4057.4,184
04-04,CORONEL MARTÍNEZ,2025_08,1,0.7705,2,2,3,2,33.5,5.77,0.621,127418,9322,11.7,991.3,23862,19.1,0,1628.8,34
04-04,CORONEL MARTÍNEZ,2025_09,2,0.7524,3,3,4,4,34.7,7.78,0.511,168881,44207,13.9,1053.3,8107,23.3,4,2495.6,138
04-04,CORONEL MARTÍNEZ,2025_10,4,0.5526,2,4,1,5,38.0,4.22,0.616,214675,29248,62.5,968.2,143,16.1,6,105.4,144
04-04,CORONEL MARTÍNEZ,2025_11,4,0.914,1,1,3,3,39.9,6.93,0.641,79253,60844,14.4,1042.4,13847,17.7,6,1138.4,193
04-04,CORONEL MARTÍNEZ,2025_12,2,0.1997,2,4,1,4,33.2,5.61,0.548,21338,62998,74.0,1044.5,1039,13.9,1,413.4,21
04-04,CORONEL MARTÍNEZ,2026_01,1,0.5838,4,2,2,4,38.4,5.98,0.569,80514,62128,37.4,980.5,21180,35.8,2,574.1,17
04-04,CORONEL MARTÍNEZ,2026_02,1,0.6135,2,5,2,1,33.5,3.39,0.719,121091,34323,81.0,1000.2,23294,17.1,1,1373.7,25
04-04,CORONEL MARTÍNEZ,2026_03,5,0.4209,2,2,4,5,28.8,3.14,0.644,148615,10619,72.2,996.2,10312,34.1,3,4139.7,44
04-05,FÉLIX PÉREZ CARDOZO,2025_04,1,0.7828,4,2,3,1,29.5,2.9,0.617,89941,4176,22.6,959.5,3538,10.6,4,74.7,81
04-05,FÉLIX PÉREZ CARDOZO,2025_05,2,0.5689,1,2,3,1,41.7,4.52,0.488,209152,63913,5.9,977.7,10162,8.3,2,3763.4,103
04-05,FÉLIX PÉREZ CARDOZO,2025_06,5,0.2657,4,3,2,1,32.6,7.17,0.452,133642,20185,4.0,1035.5,15678,31.5,6,206.3,43
04-05,FÉLIX PÉREZ CARDOZO,2025_07,2,0.68,1,1,2,2,39.3,5.23,0.611,44217,66248,46.4,1027.4,21394,28.9,6,1720.2,203
04-05,FÉLIX PÉREZ CARDOZO,2025_08,2,0.3882,3,5,4,1,40.5,6.19,0.383,56741,10330,84.4,1008.0,16352,11.9,0,730.3,81
04-05,FÉLIX PÉREZ CARDOZO,2025_09,5,0.8374,1,4,1,4,32.4,7.47,0.247,75431,48122,32.4,948.5,23336,38.9,2,4931.0,67
04-05,FÉLIX PÉREZ CARDOZO,2025_10,4,0.6527,2,1,5,4,28.6,6.87,0.391,226657,17406,39.9,1001.5,20517,46.1,2,435.8,107
04-05,FÉLIX PÉREZ CARDOZO,2025_11,5,0.4826,1,5,1,2,37.8,4.49,0.243,29603,38597,34.3,1008.4,2441,16.9,6,2322.1,25
04-05,FÉLIX PÉREZ CARDOZO,2025_12,3,0.496,5,4,1,1,30.5,0.87,0.726,106056,57269,19.2,979.4,10446,21.7,4,2441.7,181
04-05,FÉLIX PÉREZ CARDOZO,2026_01,4,0.1972,4,1,5,2,41.3,1.16,0.278,150951,4605,87.0,1032.9,2094,45.5,2,3952.0,123
04-05,FÉLIX PÉREZ CARDOZO,2026_02,2,0.146,1,4,3,3,36.9,0.67,0.192,108186,11209,27.7,1025.5,13803,29.0,5,4467.5,49
04-05,FÉLIX PÉREZ CARDOZO,2026_03,1,0.1786,4,3,3,2,30.8,7.54,0.439,142379,21561,85.0,992.4,22754,30.8,6,69.5,202
04-06,GRAL. EUGENIO A. GARAY,2025_04,5,0.2688,5,5,2,3,37.3,6.59,0.591,218330,41986,3.2,1047.6,4882,28.0,2,585.8,174
04-06,GRAL. EUGENIO A. GARAY,2025_05,4,0.3234,1,4,2,4,36.9,4.63,0.172,197482,25096,38.1,1005.5,5492,32.0,1,1753.5,50
04-06,GRAL. EUGENIO A. GARAY,2025_06,5,0.9118,3,3,1,3,40.6,4.02,0.671,185321,65922,57.8,994.7,13497,22.1,6,2721.5,135
04-06,GRAL. EUGENIO A. GARAY,2025_07,3,0.1964,2,4,4,3,30.5,4.76,0.476,102024,37859,74.7,1022.6,14385,33.4,5,3109.5,27
04-06,GRAL. EUGENIO A. GARAY,2025_08,1,0.785,1,1,1,5,41.1,0.83,0.6,165532,13568,56.5,1000.4,1119,34.7,6,2114.8,59
04-06,GRAL. EUGENIO A. GARAY,2025_09,4,0.5688,1,2,4,1,32.9,6.35,0.428,240025,52379,2.7,985.0,7387,28.3,2,4400.4,69
04-06,GRAL. EUGENIO A. GARAY,2025_10,3,0.8127,4,2,1,4,28.5,0.21,0.624,222402,68521,72.5,1012.0,11030,14.8,4,4964.3,63
04-06,GRAL. EUGENIO A. GARAY,2025_11,5,0.9275,2,5,4,1,39.2,4.62,0.227,168795,51672,86.1,960.8,10474,28.7,3,1170.2,183
04-06,GRAL. EUGENIO A. GARAY,2025_12,2,0.5286,5,4,3,5,30.2,2.58,0.206,8721,57833,3.0,1032.4,5065,9.1,5,2727.5,22
04-06,GRAL. EUGENIO A. GARAY,2026_01,5,0.425,2,4,3,2,31.4,7.18,0.328,142356,32645,64.5,1036.9,12439,38.8,5,277.7,23
04-06,GRAL. EUGENIO A. GARAY,2026_02,2,0.6333,5,1,1,4,41.0,0.98,0.235,70680,24175,10.0,999.3,11892,44.5,1,1966.2,127
04-06,GRAL. EUGENIO A. GARAY,2026_03,1,0.4517,4,1,2,4,33.3,2.51,0.695,213956,21616,17.5,941.2,5904,34.4,5,3041.1,10
04-07,INDEPENDENCIA,2025_04,1,0.9295,3,4,5,5,35.7,1.27,0.595,244898,16437,18.6,943.5,804,28.7,6,778.7,95
04-07,INDEPENDENCIA,2025_05,1,0.8638,1,3,2,2,29.2,5.53,0.226,73740,63620,19.1,951.0,23252,30.1,2,2345.9,209
04-07,INDEPENDENCIA,2025_06,4,0.4707,4,2,3,2,30.8,6.77,0.58,104976,13986,52.2,1032.0,10260,14.6,1,4769.7,126
04-07,INDEPENDENCIA,2025_07,4,0.8504,4,5,3,3,36.7,4.86,0.408,150672,46757,34.2,1015.9,2155,26.0,0,4791.3,66
04-07,INDEPENDENCIA,2025_08,5,0.4483,5,5,3,4,28.4,1.44,0.344,209328,24868,32.8,948.7,21577,22.9,1,3902.0,33
04-07,INDEPENDENCIA,2025_09,1,0.3708,1,3,2,4,35.9,2.57,0.29,19363,51040,26.4,965.5,7175,12.1,2,3587.0,208
04-07,INDEPENDENCIA,2025_10,1,0.5879,4,4,3,3,30.8,0.4,0.446,14266,36468,38.2,954.9,5657,32.1,4,1926.6,149
04-07,INDEPENDENCIA,2025_11,1,0.3423,5,1,4,3,29.8,7.73,0.172,141845,69642,5.4,1017.4,2325,26.8,6,4016.5,187
04-07,INDEPENDENCIA,2025_12,3,0.3335,3,4,1,5,38.8,3.95,0.178,80235,60082,44.4,1016.9,4028,41.7,4,531.7,59
04-07,INDEPENDENCIA,2026_01,1,0.8016,2,1,3,4,31.2,0.7,0.584,214934,48849,72.2,1004.5,211,45.4,6,281.4,202
04-07,INDEPENDENCIA,2026_02,1,0.1942,3,1,3,3,37.6,6.33,0.378,185150,22826,81.5,1010.0,3978,13.1,6,757.0,151
04-07,INDEPENDENCIA,2026_03,4,0.6414,1,5,5,2,36.1,5.29,0.736,86387,63769,21.4,971.7,9757,36.5,2,2801.4,64
04-08,ITAPÉ,2025_04,2,0.6907,1,4,1,2,28.2,1.73,0.641,51261,64416,11.0,965.0,19400,38.5,4,4295.1,196
04-08,ITAPÉ,2025_05,3,0.7022,2,5,1,2,31.1,2.91,0.735,229503,67800,19.5,988.0,2299,19.1,1,3437.6,149
04-08,ITAPÉ,2025_06,1,0.2252,1,1,2,1,40.5,1.5,0.167,175509,59828,32.3,954.2,18082,11.4,3,1076.1,103
04-08,ITAPÉ,2025_07,5,0.4662,3,1,4,3,33.2,0.39,0.38,245274,55889,18.7,962.7,5838,31.8,4,3045.1,134
04-08,ITAPÉ,2025_08,4,0.1928,1,2,1,2,29.6,7.16,0.495,64591,9130,47.8,973.1,20373,36.0,3,1971.7,27
04-08,ITAPÉ,2025_09,2,0.7238,3,4,2,2,39.0,2.78,0.323,158319,38245,65.1,951.3,16540,44.3,4,2394.3,80
04-08,ITAPÉ,2025_10,2,0.2447,1,2,2,3,40.6,1.13,0.158,126413,56588,30.7,961.3,8695,43.3,1,3402.4,220
04-08,ITAPÉ,2025_11,1,0.6049,4,5,1,4,40.2,3.78,0.177,6558,38597,73.8,1003.0,5532,38.2,6,487.7,79
04-08,ITAPÉ,2025_12,3,0.4847,3,5,3,4,31.5,3.67,0.647,80940,44243,78.7,1032.9,19571,27.4,2,3435.2,188
04-08,ITAPÉ,2026_01,1,0.2257,4,2,2,3,35.0,1.95,0.595,114910,47609,19.7,950.7,12429,33.5,2,4388.2,175
04-08,ITAPÉ,2026_02,5,0.8643,4,5,2,3,40.7,2.79,0.349,156441,55195,83.3,973.1,6294,9.6,4,3515.1,215
04-08,ITAPÉ,2026_03,5,0.2045,4,5,3,3,29.5,0.07,0.706,40569,61621,60.6,1002.8,9545,33.0,5,829.8,126
04-09,ITURBE,2025_04,3,0.1549,3,1,4,1,31.0,6.6,0.224,130022,40584,2.4,982.3,71,10.0,1,1764.1,74
04-09,ITURBE,2025_05,5,0.6655,5,2,1,3,30.0,5.86,0.409,242716,11079,27.0,943.9,11670,17.9,5,3192.5,110
04-09,ITURBE,2025_06,4,0.9219,1,3,3,5,32.4,4.51,0.557,86536,18742,60.8,963.9,4496,24.7,1,1519.3,23
04-09,ITURBE,2025_07,3,0.5817,4,5,2,4,39.0,6.67,0.208,140037,58420,61.7,1000.5,22501,36.5,3,1783.9,121
04-09,ITURBE,2025_08,4,0.9172,4,1,5,1,41.4,3.37,0.604,163273,40134,69.7,1009.6,12276,13.1,4,4501.6,77
04-09,ITURBE,2025_09,1,0.742,4,2,4,1,34.5,6.1,0.461,221990,7623,9.3,972.4,21345,12.3,4,505.0,76
04-09,ITURBE,2025_10,5,0.5092,3,1,1,5,37.4,5.91,0.182,55756,68167,14.4,1028.9,16280,13.5,5,3205.5,41
04-09,ITURBE,2025_11,3,0.634,1,4,5,2,29.6,0.0,0.512,33728,68634,10.3,964.5,15573,9.0,4,2230.2,16
04-09,ITURBE,2025_12,1,0.3549,4,2,2,5,31.6,4.9,0.413,174532,16647,39.2,1016.3,6105,13.7,5,3294.2,45
04-09,ITURBE,2026_01,5,0.7304,5,2,4,4,32.1,5.34,0.725,131227,48647,59.4,986.9,22910,40.0,3,2096.1,110
04-09,ITURBE,2026_02,2,0.1238,4,1,5,4,28.2,2.42,0.537,236152,58758,5.7,1048.8,4614,26.7,5,2302.6,4
04-09,ITURBE,2026_03,2,0.4041,5,2,3,5,33.5,0.5,0.544,94239,44971,41.5,1043.0,4638,19.1,6,3299.1,102
04-10,JOSÉ FASSARDI,2025_04,1,0.8787,4,4,4,5,37.2,4.61,0.706,205265,69369,24.3,1023.7,19345,46.2,2,2930.8,214
04-10,JOSÉ FASSARDI,2025_05,4,0.1574,1,2,2,1,37.3,4.0,0.558,86845,30847,86.4,1037.0,24057,39.8,0,4501.0,46
04-10,JOSÉ FASSARDI,2025_06,4,0.7424,4,1,1,5,31.5,0.3,0.6,117744,49563,54.2,1040.9,5753,20.8,5,2258.6,36
04-10,JOSÉ FASSARDI,2025_07,5,0.573,2,3,4,4,37.5,1.8,0.595,115787,69775,71.5,963.1,19124,9.0,5,499.1,10
04-10,JOSÉ FASSARDI,2025_08,2,0.8593,3,4,5,5,40.1,2.73,0.559,240810,69726,44.7,1039.9,18739,41.1,4,1773.5,160
04-10,JOSÉ FASSARDI,2025_09,5,0.8254,1,4,4,4,40.2,4.55,0.226,137593,39589,10.7,999.8,1736,32.1,2,132.3,212
04-10,JOSÉ FASSARDI,2025_10,3,0.8839,3,4,3,1,40.2,1.26,0.323,142095,32140,75.4,1051.8,16435,20.5,4,302.1,180
04-10,JOSÉ FASSARDI,2025_11,1,0.5954,3,1,1,3,33.9,1.6,0.683,17569,18756,19.6,1038.0,10850,45.0,5,4563.4,17
04-10,JOSÉ FASSARDI,2025_12,2,0.5195,5,5,1,3,41.7,7.6,0.509,162545,11063,78.3,997.5,4292,18.8,0,538.2,129
04-10,JOSÉ FASSARDI,2026_01,5,0.2915,3,4,4,3,38.9,7.01,0.287,246120,7755,4.3,1033.8,6478,29.4,6,1909.4,177
04-10,JOSÉ FASSARDI,2026_02,1,0.5696,1,4,4,2,34.0,3.41,0.233,116806,15965,79.2,1057.9,12099,22.1,2,2193.9,16
04-10,JOSÉ FASSARDI,2026_03,2,0.2972,5,1,2,4,38.5,7.11,0.626,150910,6500,87.2,941.8,23637,18.0,0,401.5,34
04-11,MBOCAYATY,2025_04,4,0.2535,1,3,3,5,37.2,1.95,0.325,160891,52642,43.2,954.7,2566,11.1,4,1045.2,182
04-11,MBOCAYATY,2025_05,3,0.863,2,4,3,3,38.9,2.34,0.542,140109,35566,29.4,1005.0,3470,10.2,3,3533.4,161
04-11,MBOCAYATY,2025_06,4,0.3378,2,2,5,2,32.3,4.42,0.224,192031,19107,5.1,968.2,14477,34.0,3,4766.2,7
04-11,MBOCAYATY,2025_07,4,0.8109,3,3,5,4,32.2,7.72,0.186,226021,50823,44.6,1043.5,12654,25.8,1,1044.5,49
04-11,MBOCAYATY,2025_08,4,0.5526,3,1,5,3,41.1,7.28,0.603,90137,34910,71.7,1010.9,24863,9.1,5,4149.6,113
04-11,MBOCAYATY,2025_09,4,0.7652,1,1,5,4,41.3,7.46,0.322,247884,61252,38.4,1026.3,17053,18.4,3,2347.3,62
04-11,MBOCAYATY,2025_10,2,0.8716,3,3,1,2,38.8,2.37,0.493,12120,36449,33.1,1019.1,21448,40.4,4,81.4,80
04-11,MBOCAYATY,2025_11,5,0.6617,3,2,4,4,28.2,0.07,0.172,96037,63441,56.8,1006.8,13439,10.3,0,1396.7,158
04-11,MBOCAYATY,2025_12,5,0.3669,1,4,2,3,38.7,2.21,0.671,35350,30308,56.2,957.6,20298,34.2,1,589.9,11
04-11,MBOCAYATY,2026_01,2,0.6818,4,5,3,1,35.7,1.82,0.721,69909,34243,3.4,1041.4,11628,29.6,0,3010.9,91
04-11,MBOCAYATY,2026_02,1,0.1659,4,1,5,1,31.3,2.61,0.373,217664,55021,8.1,991.2,9326,13.7,2,3042.7,94
04-11,MBOCAYATY,2026_03,3,0.9288,3,4,3,5,28.4,2.95,0.325,41338,3846,11.1,965.4,10309,28.4,6,3715.4,202
04-12,NATALICIO TALAVERA,2025_04,5,0.7059,2,4,5,1,37.2,1.2,0.608,172187,10781,84.1,1055.0,7409,30.6,4,3159.0,189
04-12,NATALICIO TALAVERA,2025_05,4,0.5581,1,5,1,5,34.6,4.2,0.415,72564,26062,73.9,975.2,8046,21.1,6,3842.9,94
04-12,NATALICIO TALAVERA,2025_06,2,0.4874,1,2,4,4,33.1,2.82,0.453,241766,47986,58.2,1012.6,14761,39.5,1,2855.3,213
04-12,NATALICIO TALAVERA,2025_07,2,0.8869,2,4,5,2,36.5,6.37,0.355,32923,11183,37.1,1000.6,4912,31.0,5,4409.6,52
04-12,NATALICIO TALAVERA,2025_08,2,0.8449,1,2,1,4,31.7,4.44,0.708,196734,13737,12.9,944.1,14186,9.0,1,4949.9,35
04-12,NATALICIO TALAVERA,2025_09,5,0.8368,4,4,3,2,33.6,4.46,0.577,33202,44646,79.2,1047.8,19431,32.4,0,4970.8,13
04-12,NATALICIO TALAVERA,2025_10,1,0.7279,3,4,4,4,38.4,3.49,0.605,185530,18143,65.1,1026.8,19368,44.7,4,437.3,3
04-12,NATALICIO TALAVERA,2025_11,5,0.6041,4,4,3,4,30.5,5.78,0.318,204638,13200,22.0,999.2,1632,30.6,4,2907.5,218
04-12,NATALICIO TALAVERA,2025_12,4,0.3425,4,3,2,2,28.6,7.56,0.679,193623,28114,39.0,973.4,20217,20.6,2,1438.3,32
04-12,NATALICIO TALAVERA,2026_01,3,0.3328,4,2,2,3,41.1,2.08,0.514,29818,30866,59.3,956.9,6827,30.1,4,3779.2,9
04-12,NATALICIO TALAVERA,2026_02,5,0.8672,5,5,2,1,34.8,6.58,0.372,75882,56402,65.0,1002.5,14921,19.8,0,3586.9,218
04-12,NATALICIO TALAVERA,2026_03,1,0.4777,4,4,3,1,40.1,7.94,0.589,32529,46862,71.1,1029.3,7338,37.1,2,800.5,87
04-13,ÑUMÍ,2025_04,3,0.4854,5,1,3,1,34.1,7.46,0.627,85237,25455,74.4,1019.3,20565,9.4,5,3143.9,64
04-13,ÑUMÍ,2025_05,2,0.5984,2,2,3,4,30.1,6.51,0.59,76081,17774,19.1,1045.1,16968,42.3,5,1086.7,113
04-13,ÑUMÍ,2025_06,1,0.5171,5,2,2,1,33.9,2.1,0.378,155065,31264,56.8,998.1,21576,46.2,2,4206.6,76
04-13,ÑUMÍ,2025_07,4,0.5167,4,5,3,5,34.7,0.77,0.217,232921,38153,38.1,993.7,8156,34.5,0,897.4,83
04-13,ÑUMÍ,2025_08,1,0.3954,4,2,4,4,36.4,5.5,0.167,72234,67017,20.5,1042.1,13452,10.4,6,1629.5,174
04-13,ÑUMÍ,2025_09,3,0.4495,4,4,4,3,40.8,2.15,0.587,91087,6480,28.5,989.2,18809,43.0,4,1046.9,162
04-13,ÑUMÍ,2025_10,1,0.9057,5,5,3,2,36.5,0.16,0.583,212347,50200,9.8,1024.6,11607,38.7,4,336.1,14
04-13,ÑUMÍ,2025_11,5,0.2789,5,2,2,5,33.5,5.74,0.324,44311,49505,30.5,965.9,24079,17.9,0,199.7,7
04-13,ÑUMÍ,2025_12,5,0.1871,4,4,1,2,32.0,0.19,0.529,182373,32915,4.9,1030.0,12431,34.2,1,4095.1,71
04-13,ÑUMÍ,2026_01,1,0.165,5,4,1,1,38.4,4.33,0.701,27049,51765,18.7,1012.7,10279,39.4,3,2571.5,7
04-13,ÑUMÍ,2026_02,3,0.3329,2,1,3,5,34.6,2.33,0.206,108517,37011,43.6,1048.9,17522,28.3,3,105.7,129
04-13,ÑUMÍ,2026_03,4,0.9087,5,1,4,2,36.1,0.2,0.613,119200,48973,43.0,953.1,10228,21.3,6,3157.0,23
04-14,SAN SALVADOR,2025_04,1,0.5768,2,4,5,2,29.2,3.23,0.653,139207,30965,7.1,999.2,13545,20.5,2,4174.9,11
04-14,SAN SALVADOR,2025_05,3,0.6856,5,4,1,3,37.7,6.04,0.627,145022,66011,28.9,1018.2,10595,26.5,3,2581.9,191
04-14,SAN SALVADOR,2025_06,1,0.883,4,1,4,2,38.6,1.3,0.599,45567,26369,39.6,1056.6,1329,43.4,3,870.2,207
04-14,SAN SALVADOR,2025_07,5,0.5141,5,4,4,1,32.2,3.48,0.327,243688,36034,46.9,1013.8,12227,30.6,1,724.8,135
04-14,SAN SALVADOR,2025_08,2,0.7824,3,5,5,3,34.6,1.68,0.348,197759,18239,16.1,1025.8,15577,8.4,3,912.5,122
04-14,SAN SALVADOR,2025_09,1,0.9443,1,3,2,2,37.7,4.3,0.349,18019,61932,53.1,948.0,20901,30.4,1,1737.9,5
04-14,SAN SALVADOR,2025_10,2,0.3334,4,5,3,3,36.7,3.23,0.303,143824,27053,8.7,958.3,23992,16.7,1,1329.4,28
04-14,SAN SALVADOR,2025_11,2,0.7774,5,4,3,5,38.8,4.74,0.316,213628,62550,20.0,940.3,7646,47.6,0,4649.1,159
04-14,SAN SALVADOR,2025_12,2,0.2218,4,1,3,1,40.5,0.42,0.457,117261,56258,59.2,979.3,16446,38.4,1,2809.5,98
04-14,SAN SALVADOR,2026_01,4,0.7003,3,3,5,3,35.4,7.07,0.655,45546,36903,63.2,1040.8,18416,25.7,5,3949.0,177
